product,date,title,rating,body
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 21, 2019",LOVE IT! Works exactly as described and easy set up.,5.0,LOVE IT!! Easy to set up and works exactly as described. Don't know how we lived so long without it! Nothing cooler than being able to interact with my dog while I'm away at work.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 3, 2017",Great product !,5.0,"Easy to use, easy to setup, love the push notification when my dog barks. The infrared camera works really well. I was able to get my dog to stop barking by talking to her and tossing a treat. It changed her mind and she forgot she was barking while looking for the treat. They have a VIP Facebook group, we can provide feedback and suggestion, they answer immediately."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 15, 2020",Furbo is Fantastic!,5.0,Product was delivered in great condition.  The actual Furbo is fabulous! I wanted one for the past year.  I love that we can check in on our pup when we are out of the house and give him a few treats!  Definitely recommend product for all dog/cat owners.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 5, 2019",works well,5.0,"bought it for wife to watch our dog while she was missing her at work, she loves it, use small treats really small, we use cat treats or they might get stuck"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on November 27, 2018",Works great with high quality video,5.0,I’m not sure where the recent negative reviews came from! I just bought and set up my furbo and it’s working great . The quality of video is excellent from work and have had no issues with it streaming live. Serves its purpose!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on August 8, 2019",You can return it if need be!,5.0,It’s a nice device and the only downside to the Furbo is that the camera lens does not tilt for way better coverage. Why that wasn’t mounted on a up/down swivel to the device itself is beyond logic. Sad really - all that high priced help designing the device and yet it was not implemented.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 15, 2020",Cool Tech - Needs a wee bit of work,4.0,I love the whole Furbo concept! I wish they packaged with treats so that we knew WHAT treats work best and it does jam a lot. Not happy about that part.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 18, 2017",Love being connected,5.0,I love this product I can see and hear what my cat and dog are up to sand give them treats when they are being good while at work.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 26, 2019",Great camera but defective microphone,3.0,"Would give it five stars if it has worked out of the box. Need to return it, defective Microphone. So disappointed as it was brand new out of the box. I would love to replace it as it was great to see what our dog was up to and she loved the treat launch."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 2, 2019",A must have for pet parents,5.0,"We used to stress out way too much whether our two dogs would bark when we were away. With Furbo, we get instant notification when they get active and we connect to the live video stream any time we like. Furbo has given us a great peace of mind."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 26, 2017",Love this!,5.0,Love this!!!! It's brought me such piece of mind to be able to check in on my fur babies while I'm at work and away from home!Thank-you FURBO!!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on August 14, 2020",Love it,5.0,I just love this product. Camera is a great quality. Voice is great and so easy to install I would recommend this to anyone
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 9, 2020",Great,5.0,Great addition to watch your dogs. Sometimes the food gets stuck but seems easy to clear
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on April 23, 2018",One Star,1.0,I always have difficulty connecting to the Furbo from my phone
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 22, 2019",Best decision I made was to get Furbo,5.0,❤️❤️❤️❤️❤️So glad IGot Furbo wish I got it long ago!It’s the best peace of mind and my anxiety having to leave my babies at home is gone now that I can checkOn them!Luv itIf youDon’t have it I recommend getting it
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 26, 2016",They love it so far,5.0,"Was given as a Christmas gift to our son and his fiancée. They have 2 older dogs, but didn't take long to engage them. They love it so far , only been the first day. The dogs love it!!! Created Furbo monsters!Carolyn Briggs"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 16, 2018",Bought it for a friend. He seems thrilled with ...,5.0,"Bought it for a friend.  He seems thrilled with it.  Especially the treat ""launcher"".  With his busy lifestyle, he likes it to keep an eye on his two dogs."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 26, 2018",Comfort,5.0,Purchased The Furbo based on Ellen’s 12 Day’s of Give Away’s.For my daughter and her boyfriend.  They love it!!! Winston is still a puppy and now my daughter has more comfort going to work.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on November 5, 2020",Doggie watcher,5.0,Works well - keeps in touch with our pooch
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 16, 2019",Great invention!,5.0,"Great product , easy to set up and easy to use.  Tried others but returned them , I love the furbo ❤"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 27, 2019",Good. But not great,3.0,Good system. Easy to set up. Only thing that sucks is yhe treats never shoot out. They always get stuck. Might as well buy a cheaper camera that doesnt shot out treats and save some money.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on May 12, 2017",We love it!,5.0,My dog loves it. At first she doesnt seem used to the lound noise when treats dispensed from the machine. But after a while she linked the sound to the treats. It doesnt bother her too much I guess. Great design and craftmanship. Good job Furbo!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 30, 2018",Piece of mind,5.0,This is a great way to check in on your dog while you are away.  My wife loves it and our puppy has adapted well to it.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 2, 2020",Wifi GHZ?,4.0,"Great product , I bought for my son ,  we tested it at my house worked fine, gave to my son , now he needs to get a new modem from internet provider , not sure what will happen."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on October 12, 2017",Best costumer service!,5.0,Furbo's costumer service is wonderful! They fixed a issue that our Furbo had quickly!  It is a great product and give as a little piece of mind that our pup is ok. Our pup loves it!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 9, 2020",Love seeing my pup when I'm not home,5.0,Night vision could be tweaked a bit.Sometimes it throws more than one treat and sometimes it throws nothing.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 2, 2021",dog lovers NEED this item!,5.0,I LOVE LOVE LOVE my Furbo!!! I toss my little monsters treats all day long and now they send me fun little selfies throughout the day - I love it!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 18, 2017",Everything is great. We're sad we wasted $100 though.,5.0,"This is great. Helps our dog feel more safe while we're gone. Everyone I know thought it was an ingenious idea.  It dropped in price by $100 since we bought it in June, though, so we're kind of disappointed. :("
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 4, 2020",Great camera and connection,5.0,So far so good. The treat dispenser is really for bigger treats. My toy poodle cant eat the treats the size for this dispenser so the machine dispenses 8 treats at a time.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 29, 2020",So much fun!,5.0,"This is a pretty fun toy, as much for the owners as the pets.  it is always fun being able to see your fur-baby during the day, and to give them treats."
